gtaa,wikidata,label,description,lookup,bengwiki
233711,Q337612,Sippie Tigchelaar,"verslaggeefster, schaatsster","Sippie Tigchelaar Sippie Tigchelaar - Tigchelaar, Sippy ","Tigchelaar,_Sippy"
209882,Q340552,Achmed Akkabi,acteur,"Achmed Akkabi,Akkabi,Akkabi, Achmed Achmed Akkabi - Akkabi, Achmed Achmed Akkabi",Achmed_Akkabi
147164,Q345559,Ad Roland,programmamaker,"Ad Roland Ad Roland - Roland, Ad ","Roland,_Ad"
115771,Q345821,Ad van Kempen,acteur,"Ad van Kempen Ad van Kempen - Kempen, Ad van Ad van Kempen",Ad_van_Kempen
155139,Q345994,George Sluizer,"sec-gen Eur. Culturele Stichting, medewerker Radio Oranje, directeur Erasmusstichting","ジョルジュ・シュルイツァー,George Sluizer,Sluizer George Sluizer - Sluizer, George ","Sluizer,_George"
119545,Q347781,Ben Knapen,"staatssecretaris Buitenlandse Zaken CDA, historicus, journalist","Ben Knapen,Knapen Ben Knapen - Knapen, Ben ","Knapen,_Ben"
91001,Q349039,Adam Curry,radio- en tv-presentator,"Adam Curry,アダム・カレー,Адам Каррі,亚当·科利,Adam curry,Adam Clark Curry,亞當·科利 Adam Curry - Curry, Adam Adam Curry",Adam_Curry
119795,Q352975,Tim Krabbé,schrijver,"Tim Krabbé,Краббе, Тим,ティム・クラベー,Тім Краббе,Hans Maarten Timotheus Krabbé,Тим Краббе,ティム・クラベ,ティム・クラッベ,Krabbe,Tim Krabbe Tim Krabbé - Krabbé, Tim ","Krabb%C3%A9,_Tim"
75613,Q353003,Bertus Aafjes,schrijver,"برتوس آفييس,Bertus Aafjes,Aafjes,Jan Oranje,Lambertus Jacobus Johannes Aafjes,Lamberto jacob aafjes,Lambertus Jacobus Aafjes,Sick Sack Bertus Aafjes - Aafjes, Bertus ","Aafjes,_Bertus"
150694,Q354241,Wim T. Schippers,acteur/regisseur/tekstschrijver,"Wim T. Schippers,Wim T Schippers,Wim Schippers,Willem Theodoor Schippers Wim T. Schippers - Schippers, Wim T. ","Schippers,_Wim_T."
129745,Q359008,Imca Marina,zangeres,"Imca Marina,Hendrikje Imca Bijl Imca Marina - Marina, Imca ","Marina,_Imca"
144221,Q359329,Dick Raaijmakers,componist,"Dick Raaijmakers,Dick Raaymakers,Dick Raaijmakers,Kid Baltan,Raaijmakers,Dick Raaymakers Dick Raaijmakers - Raaijmakers, Dick ","Raaijmakers,_Dick"
145687,Q364153,G.K. van het Reve,schrijver,"Gerard Reve,Герард Реве,Gerard van het Reve,Реве, Герард,Герард Реве,Gerard van het Reve,Херард ван гет Рейве,Реве Герард,Reve,G.K. van het Reve,Реве,Реве Г.,Simon van het Reve,Gerard Kornelis van het Reve,Герард ван гет Реве G.K. van het Reve - Reve, Gerard ","Reve,_Gerard"
145687,Q364153,Gerard Reve,schrijver,"Gerard Reve,Герард Реве,Gerard van het Reve,Реве, Герард,Герард Реве,Gerard van het Reve,Херард ван гет Рейве,Реве Герард,Reve,G.K. van het Reve,Реве,Реве Г.,Simon van het Reve,Gerard Kornelis van het Reve,Герард ван гет Реве Gerard Reve - Reve, Gerard ","Reve,_Gerard"
134325,Q367612,Adriaan Morriën,schrijver,"Adriaan Morriën,Adriaan Morrien,Morriën Adriaan Morriën - Morriën, Adriaan ","Morri%C3%ABn,_Adriaan"
148741,Q373124,Willem van de Sande Bakhuyzen,regisseur,"Willem van de Sande Bakhuyzen Willem van de Sande Bakhuyzen - Sande Bakhuyzen, Willem van de Willem Hendrik van de Sande Bakhuyzen",Willem_van_de_Sande_Bakhuyzen
155642,Q374536,Rik Smits,basketballer,"Rik Smits,릭 스미츠,Смитс, Рик,Рик Смитс,ریک اسمیتس,里克·施密茨,ריק סמיתס,リック・スミッツ,Рик Смитс Rik Smits - Smits, Rik ","Smits,_Rik"
77992,Q375746,René Appel,schrijver,"René Appel René Appel - Appel, René ","Appel,_Ren%C3%A9"
84107,Q376107,Jan de Bont,cameraman,"ヤン・デ・ボン,Jan de Bont,揚·德邦特,Ян де Бонт,扬·德邦特,یان ده بونت,Бонт, Ян,Bont, Jan de,Де Бонт, Ян,Ян Де Бонт,简·德·邦特,簡·德·邦特,Jan DeBont,Ян Бонт,Бонт Ян де Jan de Bont - Bont, Jan de Jan de Bont",Jan_de_Bont
165752,Q376520,Adrie Visser,(baan)wielrenster,"Adrie Visser,Adriana Visser Adrie Visser - Visser, Adrie ","Visser,_Adrie"
142369,Q376580,Adrie van der Poel,wielrenner,"Adri van der Pūls,Adri van der Poel,アドリ・ファンデルプール,Adrie van der Poel,アドリ・ファンデルプル,アドリ・ファン・デル・プール,Adri van der Poel,Adri van de Poel,Adrie van der Poel,Adri Van der Poel,Adri van der poel,Adrie Van Der Poel,Van der Poel,Adri Van Der Poel Adrie van der Poel - Poel, Adrie van der ","Poel,_Adrie_van_der"
168591,Q379679,Jan Wolkers,"schrijver, beeldend kunstenaar","Ян Хендрик Волкерс,Jan Wolkers,Ян Волкерс,Jan Hendrik Wolkers,Волкерс Ян Хендрик,Волкерс Я.,Волкерс Я. Х.,Ян Гендрік Волкерс,Волкерс, Ян,Ян Волкерс,Wolkers,Волкерс Ян Jan Wolkers - Wolkers, Jan Jan Hendrik Wolkers",Jan_Wolkers
107522,Q380768,ErnstPaul Hasselbach,tv-presentator,"Ernst-Paul Hasselbach,Ernst Paul Hasselbach Ernst-Paul Hasselbach - Hasselbach, Ernst-Paul Ernst-Paul Hasselbach",Ernst-Paul_Hasselbach
139355,Q384819,Eddy Ouwens,"platenproducer, zanger","Eddy Ouwens Eddy Ouwens - Ouwens, Eddy ","Ouwens,_Eddy"
160454,Q385703,Erica Terpstra,"voorzitter NOC*NSF, politicus VVD, zwemster","Erica Terpstra Erica Terpstra - Terpstra, Erica ","Terpstra,_Erica"
120830,Q388679,Kim van Kooten,actrice,"Kim van Kooten Kim van Kooten - Kooten, Kim van Kim van Kooten",Kim_van_Kooten
160299,Q389810,Mieke Telkamp,zangeres,"Mieke Telkamp Mieke Telkamp - Telkamp, Mieke ","Telkamp,_Mieke"
75202,Q401107,Ahmed Aboutaleb,"burgemeester Rotterdam PvdA, staatssecretaris Sociale Zaken, wethouder Amsterdam, directeur FORUM","Ahmed Aboutaleb,Абуталеб, Ахмед,أحمد أبو طالب,Ahmed Abutaleb,Ахмед Абуталеб,أحمد أبو طالب,Ahmed Aboutaleb,احمد ابوطالب,Abutaleb,Aboutaleb Ahmed Aboutaleb - Aboutaleb, Ahmed ","Aboutaleb,_Ahmed"
85227,Q426489,Mies Bouwman,tv-presentatrice,"Mies Bouwman Mies Bouwman - Bouwman, Mies Marie Antoinette Bouwman",Mies_Bouwman
87483,Q428516,Ben van der Burg,schaatser,"Ben van der Burg Ben van der Burg - Burg, Ben van der ","Burg,_Ben_van_der"
109251,Q428676,Martin Hersman,"schaatser, schaatscommentator","Martin Hersman Martin Hersman - Hersman, Martin ","Hersman,_Martin"
84558,Q429385,Marco Borsato,zanger,"Marco Borsato,Марко Борсато,Marco Roberto Borsato Marco Borsato - Borsato, Marco ","Borsato,_Marco"
167350,Q429456,Robert Vunderink,schaatser,"Robert Vunderink Robert Vunderink - Vunderink, Robert ","Vunderink,_Robert"
115405,Q433040,Jan Jongbloed,"trainer, voetbaldoelman","Jan Jongbloed,Ян Йонгблуд,Йонгблуд, Ян,جان يونغبلويد,ヤン・ヨンクブルート,Йонгблад, Ян,Ян Йонгблад,Йонгблуд,ヤン・ヨングブルート,Ян Йонгблуд,Jongbloed Jan Jongbloed - Jongbloed, Jan ","Jongbloed,_Jan"
220778,Q434831,Josje Huisman,zangeres,"Josje Huisman,Josina Huisman,Josje Josje Huisman - Huisman, Josje ","Huisman,_Josje"
85839,Q435319,Claudia de Breij,radiomaker,"Claudia de Breij,Breij,Claudia Kraaijeveld-de Breij,De Breij Claudia de Breij - Breij, Claudia de Claudia de Breij",Claudia_de_Breij
103858,Q435866,Marleen Gorris,filmregisseur Nederland,"Marleen Gorris,マルレーン・ゴリス,Gorris Marleen Gorris - Gorris, Marleen ","Gorris,_Marleen"
103489,Q436728,Joan Haanappel,kunstschaatster Nederland,"Joan Haanappel,ヨアン・ハーンアッペル,Хаанаппел, Джоан,Хаанаппел Д.,Джоан Хаанаппел,Haanappel,Хаанаппел Джоан,Хаанаппел,Д. Хаанаппел Joan Haanappel - Haanappel, Joan Joan Haanappel",Joan_Haanappel
94008,Q440588,Willy Dobbe,tv-presentatrice,"Willy Dobbe,Dobbe Willy Dobbe - Dobbe, Willy Willy Dobbe",Willy_Dobbe
247606,Q443478,Simone Angel,programmamaker,"Simone Angel Simone Angel - Angel, Simone ",
134273,Q446800,Marcel Möring,schrijver,"Marcel Möring,マルセル・メーリンク,מרינג, מרסל. שניצר, שמואל,Marcel Moring,Marcel Moering Marcel Möring - Möring, Marcel ","M%C3%B6ring,_Marcel"
109746,Q447090,Sophie Hilbrand,presentatrice,"Sophie Hilbrand,Sofie Hilbrand Sophie Hilbrand - Hilbrand, Sophie Sophie Francine Hilbrand",Sophie_Hilbrand
76918,Q447122,Willeke van Ammelrooy,actrice,"ვილეკე ვან ამელროი,Ван Аммелроой, Виллеке,Willeke van Ammelrooy,Ammelrooy,Виллеке Ван Аммелроой,Willeke van Amelrooy,Willeke van Ammelrooij Willeke van Ammelrooy - Ammelrooy, Willeke van Willy Geertje van Ammelrooij",Willeke_van_Ammelrooy
77102,Q447169,Naïma Azough,"lid Tweede Kamer GroenLinks, journaliste","Naïma Azough,Azough,Naïma Azoug,Naima Azoug,Naima Azough Naïma Azough - Azough, Naïma ","Azough,_Na%C3%AFma"
157781,Q447176,Johanna ter Steege,actrice,"요하나 테르 스테이허,Johanna ter Steege,ヨハンナ・テア・ステーゲ Johanna ter Steege - Steege, Johanna ter ","Steege,_Johanna_ter"
89176,Q449190,Marc Chavannes,journalist,"Marc Chavannes Marc Chavannes - Chavannes, Marc ","Chavannes,_Marc"
163357,Q453757,Conny Vandenbos,zangeres,"Conny Vandenbos,Conny Vanderbos,Connie Vandenbos,Vandenbos Conny Vandenbos - Vandenbos, Conny ","Vandenbos,_Conny"
126656,Q454136,Liesbeth List,zangeres,"Liesbeth List Liesbeth List - List, Liesbeth Elisabeth Dorothea Driessen",Liesbeth_List
119597,Q454639,Gerrie Knetemann,"wielrenner, bondscoach","Кнетеманн, Джерри,ヘリー・クネットマン,Gerrie Knetemann,Γκέρι Κνέτεμαν,De Kneet,ヘリー・クネトマン,Knetemann,Герри Кнетеманн,ジェリー・クネットマン,Gerrie Knetemenn,Кнетеманн, Герри,Gerrie Knetemann,Gerrie Kneteman,Джерри Кнетеманн,Gerhard Friedrich Knetemann Gerrie Knetemann - Knetemann, Gerrie ","Knetemann,_Gerrie"
122524,Q454649,André Kuipers,ruimtevaarder,"آندره کویپرس,Андре Кейперс,Кёйперс, Андре,André Kuipers,Andrejs Keiperss,אנדרה קויפרס,Андре Кейперс,Андре Кёйперс,André Kuipers,Keiperss,Kuipers,Кауперс, Андре,Андре Кауперс,Andre Kuipers André Kuipers - Kuipers, André ","Kuipers,_Andr%C3%A9"
156414,Q455386,Thérèse Steinmetz,zangeres,"Thérèse Steinmetz,Therese Steinmetz Thérèse Steinmetz - Steinmetz, Thérèse ","Steinmetz,_Th%C3%A9r%C3%A8se"
138228,Q455411,Tom Okker,tennisser,"टॉम ओकर,טום אוקר,トム・オッカー,Оккер, Том,تام اوکر,Tom Okker,Том Оккер,Okker Tom Okker - Okker, Tom ","Okker,_Tom"
138053,Q458058,Paula van der Oest,regisseur,"Paula van der Oest Paula van der Oest - Oest, Paula van der Paula van der Oest",Paula_van_der_Oest
109326,Q460216,Judith Herzberg,schrijfster/dichteres,"Judith Herzberg,Херцберг, Юдит,Юдит Херцберг,Judith Frieda Lina Herzberg Judith Herzberg - Herzberg, Judith ","Herzberg,_Judith"
149909,Q461016,Marlayne Sahupala,zangeres,"Marlayne,Marlayne Sahupala,Marleen van den Broek,Marlayne Marlayne Sahupala - Sahupala, Marlayne ","Sahupala,_Marlayne"
120477,Q461191,Martin Koolhoven,filmregisseur,"Колховен, Мартин,Martin Koolhoven,Мартин Колховен Martin Koolhoven - Koolhoven, Martin Martinus Wouter Koolhoven",Martin_Koolhoven
146340,Q462162,Lucia Rijker,"boksster, kickboksster","ルシア・ライカ,Lucia Rijker,Лусия Рейкер,Rijker Lucia Rijker - Rijker, Lucia ","Rijker,_Lucia"
76612,Q462473,Willeke Alberti,zangeres,"Willeke Alberti,Willy Albertina Verbrugge Willeke Alberti - Alberti, Willeke Willy Albertina Verbrugge",Willeke_Alberti
99422,Q462787,Marlous Fluitsma,actrice,"Marlous Fluitsma,Fluitsma Marlous Fluitsma - Fluitsma, Marlous Maria Louise Clara Albertine Fluitsma",Marlous_Fluitsma
87363,Q463445,Marga Bult,zangeres,"Marcha,Marga Bult,Marga Groeneveld,Marcha,Bult Marga Bult - Bult, Marga ","Bult,_Marga"
119905,Q466167,Herman Koch,"auteur, acteur","Herman Koch,הרמן קוך,Menno Voorhof Herman Koch - Koch, Herman Herman Koch",Herman_Koch
109829,Q466569,Hans Hillen,"minister Defensie CDA, lid Tweede Kamer CDA, journalist","Hans Hillen Hans Hillen - Hillen, Hans ","Hillen,_Hans"
155663,Q467714,Sjoukje Smit,presentatrice,"Maggie MacNeal,Sjoukje Lucie van ’t Spijker,Van't Spijker,Sjoukje Lucie van 't Spijker,Sjoukje van 't Spijker,Sjoukje Smit,Van’t Spijker,Sjoukje van ’t Spijker,Sjoukje Lucie van’t Spijker,Maggie Macneil,Sjoukje Lucie van't Spijker Sjoukje Smit - Smit-van 't Spijker, Sjoukje ","Smit-van_%27t_Spijker,_Sjoukje"
156339,Q468236,Renée Soutendijk,actrice,"Renée Soutendijk,Soutendijk,Renee Soutendijk Renée Soutendijk - Soutendijk, Renée Renette Pauline Soutendijk",Ren%C3%A9e_Soutendijk
84826,Q468248,Henriette Bosmans,componiste/pianiste,"Henriëtte Hilda Bosmans,ヘンリエッテ・ボスマンス,Генриетта Босманс,Henriëtte Bosmans,Босманс Г.,Henriette Bosmans,ボスマンス,Henriette Hilda Bosmans,Босманс Генриетта,Henriëtte Hilda Bosmans Henriette Bosmans - Bosmans, Henriette ","Bosmans,_Henriette"
162507,Q468259,Monique van de Ven,actrice,"Monique van de Ven,Monique van der Ven,Monica Maria Theresia van de Ven Monique van de Ven - Ven, Monique van de Monica Maria Theresia van de Ven",Monique_van_de_Ven
164244,Q468269,Annemiek Verdoorn,actrice,"Annemieke Verdoorn,Margo Verdoorn,Annemieke Verdoorn,Annemiek Verdoorn,Margo Annemiek Verdoorn - Verdoorn, Annemiek ","Verdoorn,_Annemiek"
139977,Q469283,Connie Palmen,schrijfster,"Connie Palmen,Aldegonda Petronella Huberta Maria Palmen Connie Palmen - Palmen, Connie ","Palmen,_Connie"
133435,Q469514,Linda de Mol,tv-presentatrice,"Linda de Mol,Mol, Linda de,Linda d-moll,Linda Margaretha de Mol Linda de Mol - Mol, Linda de Linda Margaretha de Mol",Linda_de_Mol
144342,Q470831,Fons Rademakers,filmregisseur,"Fons Rademakers,フォンス・ラデメーカーズ,Радемакерс, Фонс,Alphonse Marie Rademaker,Alphonse Marie Rademakers,Фонс Радемакерс,Rademakers Fons Rademakers - Rademakers, Fons Alphonse Marie Rademakers",Fons_Rademakers
115317,Q474707,Loe de Jong,"directeur RIOD, historicus","Loe de Jong,Louis de Jong,Lou de Jong Loe de Jong - Jong, Loe de ","Jong,_Loe_de"
115317,Q474707,Lou de Jong,"directeur RIOD, historicus","Loe de Jong,Louis de Jong,Lou de Jong Lou de Jong - Jong, Loe de ","Jong,_Loe_de"
108732,Q484534,Guus Hiddink,"voetbalanalyticus, bondscoach, trainer, voetballer","Гус Хиддинк,گاس هیدینک,Gīss Hidinks,Գուս Հիդինգ,胡斯·軒迪克,गुस हिड्डिंक,フース・ヒディンク,Гуус Хидинк,غوس هيدينك,Guus Hiddink,胡斯·希丁克,Хиддинк, Гус,คืส ฮิดดิงก์,Γκους Χίντιγκ,거스 히딩크,Гус Гіддінк,חוס הידינק,Гус Хиддинк,Гуус Хиддинк,ヒディンク,Gūss Hidinks,후스 히딩크,軒迪克,गूस हिद्दिंक,古斯·希丁克,خوس هیدینک,Hidinks,Гус Хидинк,Guus Hiddink,गुस हिडनीक,Гюс Хидинк,히딩크,گوس هیدینک,Гуус Хіддінк,Гус Хіддінк,Гіддінк Гус,Хіддінк Гус,胡斯·軒迪克,Хиддинк Г.,گاس هیدینگ,Хиддинк, Гуус,Hiddink,Guss Hiddink,希汀克,휘스 히딩크,希丁克,Хиддинк Гус,Гуус Ҳиддинк,Хиддинк,Gus Hiddink Guus Hiddink - Hiddink, Guus ","Hiddink,_Guus"
156071,Q484882,Ben Sombogaart,programmamaker/regisseur,"Ben Sombogaart,Sombogaart Ben Sombogaart - Sombogaart, Ben ","Sombogaart,_Ben"
213069,Q496503,Carel Struycken,acteur,"کارل استریکن,カレル・ストルイケン,Карел Стрёйкен,Carel Struycken,카렐 스트류컨,Карел Стрёйкен,Карел Стрюкен,Стрёйкен, Карел,Стрейкен, Карел,Карел Стрейкен,Struycken,Стрюкен, Карел Carel Struycken - Struycken, Carel ","Struycken,_Carel"
115108,Q503281,Wim Jansen,voetballer/trainer,"ويم يانسن,ビム・ヤンセン,Янсен, Вим,Wim Jansen,ویم جنسن,Вим Янсен,Jansen Wim Jansen - Jansen, Wim ","Jansen,_Wim"
163694,Q503717,Herman van Veen,cabaretier,"Герман ван Вен,Herman van Veen,ヘルマン・ヴァン・ヴェーン,Вин, Герман ван,Hilversum III,Herman vanveen,Hermannus Jantinus van Veen,Герман Ван Вин,Hermanvanveen Herman van Veen - Veen, Herman van Hermannus Jantinus van Veen",Herman_van_Veen
104047,Q505241,Bart de Graaff,"presentator ""BOOS""","Bart de Graaff,Bart de Graaf Bart de Graaff - Graaff, Bart de Bart de Graaff",Bart_de_Graaff
84175,Q505783,Michael Boogerd,"ploegleider, wielercommentator en-analist, wielrenner","マイケル・ボーヘルト,Michael Boogerd,Michaël Boogerd,Boogerd,ミハエル・ボーヘルト,Michael Antonie Boogerd,ミハエル・ボーゲルト Michael Boogerd - Boogerd, Michael ","Boogerd,_Michael"
117611,Q508311,Greetje Kauffeld,zangeres,"Greetje Kauffeld,Кауффелд, Гретье,Kauffeld,Greetje Kauffeld,Гретье Кауффелд Greetje Kauffeld - Kauffeld, Greetje ","Kauffeld,_Greetje"
125979,Q508941,Lieke van Lexmond,actrice,"Lieke van Lexmond Lieke van Lexmond - Lexmond, Lieke van Lieke van Lexmond",Lieke_van_Lexmond
115783,Q511886,Michiel van Kempen,schrijver,"Michiel van Kempen Michiel van Kempen - Kempen, Michiel van ","Kempen,_Michiel_van"
113733,Q512738,Robert Jensen,programmamaker,"Robert Jensen Robert Jensen - Jensen, Robert Robert Kjærby Jensen",Robert_Jensen
125363,Q514776,Nanouk Leopold,regisseuse,"Nanouk Leopold Nanouk Leopold - Leopold, Nanouk Nanouk Leopold",Nanouk_Leopold
209702,Q520269,Heleen Mees,"publiciste, econome","Heleen Mees,Heleen Nijkamp Heleen Mees - Mees, Heleen ","Mees,_Heleen"
95024,Q523644,André van Duin,artiest,"André van Duin,Adriaan Kyvon,Andre van Duijn,Andre van Duin,André van duin,Adrianus Marinus Kyvon,Andre van duin,Andre Van Duin,André van Duijn,André Van Duin André van Duin - Duin, André van Adrianus Marinus Kyvon",Andr%C3%A9_van_Duin
93459,Q523784,Erica van Dijk,programmamaker,"Erica van den Heuvel,Erica van Dijk,Erica van Dijck Erica van Dijk - Dijk, Erica van ","Dijk,_Erica_van"
